model_name,model_type,image_size,num_classes,epochs_run,best_validation_accuracy,best_validation_loss,test_accuracy,test_loss
baseline_custom_cnn,Custom CNN trained from scratch,224x224,37,20,0.12635870277881622,3.2652554512023926,0.11174707114696503,3.316179037094116
